Gender,DOB,Degree,Specialization,collegeGPA,GraduationYear,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
m,1991-08-25,B.Tech/B.E.,information technology,63.5,2014,-0.7335,-0.2871,0.3174,1.794,0.0973,150000
m,1989-05-23,B.Tech/B.E.,computer engineering,80.27,2010,0.9737,0.6568,0.8171,-0.9953,0.1864,415000
f,1992-08-21,B.Tech/B.E.,computer engineering,74.1,2013,-1.0208,0.2124,0.4711,0.2727,-0.0943,270000
f,1992-07-08,B.Tech/B.E.,electronics and communication engineering,79.0,2014,0.5591,0.8784,0.4711,-0.6147,-0.0943,325000
f,1992-02-17,B.Tech/B.E.,computer science & engineering,68.0,2013,-0.159,0.5454,0.6248,-0.1076,1.247,240000
f,1987-12-05,B.Tech/B.E.,electronics & telecommunications,60.68,2010,1.2828,-0.7473,-0.9245,0.2973,-0.9194,100000
f,1989-08-01,B.Tech/B.E.,electronics and communication engineering,67.76,2011,0.6646,0.1888,0.2366,-0.8778,-0.1295,475000
m,1984-07-25,MCA,computer application,70.0,2009,0.0464,0.5008,-0.0537,-0.4078,0.6603,680000
f,1991-12-10,B.Tech/B.E.,applied electronics and instrumentation,82.5,2014,0.7027,0.8784,0.6248,0.0192,0.8637,175000
m,1989-10-12,B.Tech/B.E.,electronics & telecommunications,90.0,2013,-1.4517,-0.1206,-1.527,1.2869,-1.0524,325000
m,1988-04-05,B.Tech/B.E.,electronics and communication engineering,64.53,2011,-0.5719,-1.2153,0.2366,0.2973,-1.5513,150000
m,1992-10-10,B.Tech/B.E.,electronics and communication engineering,73.2,2014,1.1336,-0.4536,0.01,-2.5163,-0.2859,140000
m,1990-08-08,B.Tech/B.E.,electronics and communication engineering,70.0,2012,0.1282,0.5454,0.7785,-0.4879,0.6721,315000
m,1990-07-01,B.Tech/B.E.,mechanical engineering,72.0,2013,-0.7335,-0.1206,-0.4511,0.2727,-1.0524,335000
m,1990-04-01,B.Tech/B.E.,electronics and communication engineering,69.76,2013,-1.9629,-0.1232,-0.7794,0.0622299999999999,-1.2354,150000
m,1990-02-18,B.Tech/B.E.,mechanical engineering,79.75,2013,1.1336,1.2114,-1.527,-0.995,0.8637,240000
m,1989-05-12,B.Tech/B.E.,electronics and communication engineering,68.64,2010,-0.2628,0.0328,-1.5051,-0.6428,1.1343,250000
f,1991-03-01,B.Tech/B.E.,electronics and communication engineering,83.45,2012,-0.2628,0.1888,-1.0697,-1.3478,0.0679,180000
f,1992-05-17,B.Tech/B.E.,electronics and communication engineering,78.6,2013,0.5591,-0.4536,0.01,-0.4879,0.6721,100000
m,1992-02-09,MCA,computer application,76.0,2014,0.7027,0.2124,0.7785,-0.6147,1.4386,245000
m,1990-11-20,B.Tech/B.E.,information technology,70.0,2012,-0.0696,0.9688,0.0914,-0.78967,0.9763,420000
m,1989-04-01,B.Tech/B.E.,computer engineering,62.0,2011,-0.7264,-0.2793,0.9623,-0.7603,-1.0774,325000
m,1991-06-30,B.Tech/B.E.,information technology,70.25,2013,0.2718,-0.1206,-0.6048,-0.3612,-0.0943,220000
f,1989-03-15,B.Tech/B.E.,computer engineering,77.7,2012,-0.5719,0.1888,-0.4891,-0.407769999999999,-0.643,500000
m,1989-05-31,B.Tech/B.E.,information technology,73.0,2010,-2.272,-0.1232,-0.7794,0.1798,0.5024,140000
f,1990-08-30,B.Tech/B.E.,computer engineering,61.0,2012,0.6646,0.8128,-0.344,0.4148,-0.406,300000
m,1988-08-12,B.Tech/B.E.,electronics and communication engineering,58.21,2012,-1.8083,0.3838,0.2729,0.1798,-0.1295,105000
f,1992-03-21,B.Tech/B.E.,information technology,73.0,2013,1.4208,0.7119,-0.4511,-0.995,0.8637,265000
m,1992-03-21,B.Tech/B.E.,computer science & engineering,67.2,2014,-1.4517,-1.4526,0.4711,1.6672,-0.0943,225000
m,1992-04-10,B.Tech/B.E.,electronics and communication engineering,74.6,2013,1.4208,0.7119,0.9322,-0.1076,-0.2859,70000
m,1987-10-13,B.Tech/B.E.,computer engineering,62.4,2010,-2.1175,0.1498,0.8171,-0.17277,-0.9194,2000000
m,1988-03-02,B.Tech/B.E.,electronics and communication engineering,68.74,2010,-1.1901,-0.4353,-1.3599,0.1798,0.3444,200000
m,1992-08-31,B.Tech/B.E.,computer science & engineering,80.0,2014,0.4155,-0.7866,-0.2974,0.9066,-0.2859,450000
f,1993-02-03,B.Tech/B.E.,computer science & engineering,71.5,2014,-1.0208,-0.4536,-1.0659,0.3995,-0.6692,95000
m,1988-10-20,B.Tech/B.E.,computer engineering,62.0,2010,0.3555,-0.9033,-0.1988,-0.5253,0.3444,400000
m,1994-06-30,B.Tech/B.E.,computer science & engineering,77.04,2015,-1.308,0.2124,1.3933,2.9349,0.4805,300000
m,1990-09-18,B.Tech/B.E.,electronics and communication engineering,88.88,2012,0.6646,0.8518,-0.2714,-1.23027,0.3444,450000
f,1993-08-07,B.Tech/B.E.,electronics and communication engineering,78.3,2014,1.1336,0.8784,1.547,-0.8682,0.4805,325000
m,1989-09-14,B.Tech/B.E.,electronics & instrumentation eng,63.8,2012,1.2828,0.9688,0.4906,0.6498,0.5024,240000
m,1992-01-12,B.Tech/B.E.,computer science & engineering,61.43,2013,0.5591,-1.1196,-0.1437,1.794,-0.2859,120000
f,1990-03-26,B.Tech/B.E.,biomedical engineering,63.4,2011,-1.0355,-0.1232,-1.2148,0.0623,0.3444,145000
m,1985-01-15,MCA,computer application,75.0,2012,0.2718,-0.1206,-0.6048,-0.8682,-0.2859,290000
m,1993-03-09,B.Tech/B.E.,computer science & engineering,74.0,2014,1.9953,1.5444,-1.2196,-1.7556,1.247,205000
f,1992-02-01,B.Tech/B.E.,information technology,76.9,2013,1.4208,1.7109,-0.1437,-1.6289,0.8637,300000
f,1991-12-21,B.Tech/B.E.,electronics & telecommunications,77.8,2013,0.4155,-0.4536,-1.527,0.2727,-0.0943,280000
f,1990-06-14,B.Tech/B.E.,computer engineering,67.75,2012,1.9011,0.0328,-2.1219,0.0623,0.0284,250000
m,1989-12-01,B.Tech/B.E.,electronics and communication engineering,62.0,2012,0.6646,1.4368,-1.7954,-1.4653,-0.0506,195000
m,1991-06-09,M.Tech./M.E.,computer science & engineering,73.0,2014,0.1282,0.7119,0.1637,-0.8682,1.0554,200000
m,1991-08-10,B.Tech/B.E.,information technology,66.93,2013,0.2009,0.8128,0.672,1.7074,0.5419,360000
m,1991-12-05,B.Tech/B.E.,electronics and communication engineering,64.8,2013,-0.159,-0.6201,0.3174,0.7798,-1.8189,240000
m,1990-04-20,B.Tech/B.E.,electrical engineering,82.1,2013,0.1282,0.8784,0.01,0.7798,0.4805,125000
m,1990-04-03,B.Tech/B.E.,electronics and electrical engineering,76.0,2012,-0.4173,-0.4353,0.0914,0.6204,-2.1833,405000
m,1986-08-29,B.Tech/B.E.,electronics and electrical engineering,57.0,2011,-0.1082,-0.1232,0.9623,1.7074,-0.1295,255000
m,1991-12-17,B.Tech/B.E.,electronics and communication engineering,60.19,2014,-0.0154,-0.4536,-0.7585,1.1601,-1.0524,150000
m,1994-03-16,B.Tech/B.E.,electronics and communication engineering,69.1,2014,-0.8772,-1.6191,-1.8344,0.3995,-1.244,100000
m,1993-04-22,B.Tech/B.E.,electronics and communication engineering,69.0,2014,-0.159,1.3779,0.9322,-1.1218,0.8637,250000
m,1990-09-03,B.Tech/B.E.,information technology,55.0,2012,-2.272,-3.1264,-3.8636,0.2973,-3.6051,240000
m,1990-02-12,B.Tech/B.E.,electrical engineering,75.1,2011,-0.7264,0.6568,-2.2308,-0.5253,0.0284,300000
f,1991-03-06,B.Tech/B.E.,computer engineering,70.0,2013,-0.5116,0.8229,0.8809,0.0192,1.6302,300000
m,1989-09-26,B.Tech/B.E.,electronics and communication engineering,72.0,2011,-0.2628,0.5008,0.3817,-0.2902,-0.4455,240000
m,1992-01-06,B.Tech/B.E.,computer science & engineering,74.21,2013,0.1282,0.2124,-0.1437,-1.3753,-2.7769,390000
m,1991-03-27,B.Tech/B.E.,electronics and communication engineering,76.4,2013,-0.4463,0.0459,-0.4511,0.5262,0.2889,705000
m,1989-06-14,B.Tech/B.E.,information technology,78.53,2010,-0.7264,-1.5273,-0.4891,0.4148,-1.2354,620000
m,1992-01-12,B.Tech/B.E.,computer engineering,73.5,2013,-1.9243,0.0328,-0.4891,1.67803,-0.6035,345000
f,1992-03-27,B.Tech/B.E.,electronics and communication engineering,73.92,2013,0.99,1.7109,0.9322,-1.2486,0.6721,330000
f,1990-08-05,B.Tech/B.E.,electronics and communication engineering,86.0,2012,1.8517,1.3779,1.547,-2.136,0.6721,240000
m,1991-11-27,B.Tech/B.E.,electronics and communication engineering,67.23,2013,-0.4463,0.3789,0.6248,-0.1076,-0.2859,400000
m,1992-07-11,B.Tech/B.E.,electronics and communication engineering,84.3,2013,-0.5899,-0.4536,-0.1437,1.5404,0.0973,335000
f,1991-02-11,B.Tech/B.E.,electronics and communication engineering,73.9,2013,0.5591,0.5454,0.3174,-0.2344,0.0973,325000
m,1992-03-23,B.Tech/B.E.,mechanical engineering,62.9,2014,0.2782,0.8128,-0.1988,1.06113,-0.4455,120000
m,1991-12-06,B.Tech/B.E.,computer science & engineering,75.0,2013,0.2718,0.3789,1.547,-0.6147,1.247,925000
m,1988-11-18,MCA,computer application,64.15,2012,-1.6538,-0.7863,-0.598,1.5899,0.8183,280000
m,1990-06-01,B.Tech/B.E.,computer engineering,55.7,2012,0.9737,1.7488,-0.1988,-1.9354,-0.1295,500000
m,1990-11-24,B.Tech/B.E.,electronics & telecommunications,76.5,2012,0.2009,-1.2153,-2.0856,-0.17277,-2.0648,620000
m,1989-08-14,B.Tech/B.E.,electronics and communication engineering,70.0,2011,0.9737,1.7488,0.9623,-2.1704,0.1864,320000
f,1990-02-23,B.Tech/B.E.,electronics & telecommunications,72.0,2011,0.8192,-0.9033,0.0914,-0.2902,-1.5513,400000
m,1988-07-21,B.Tech/B.E.,electronics and communication engineering,71.0,2010,1.7465,0.3448,-0.344,-0.0552,0.8183,505000
f,1990-12-19,B.Tech/B.E.,information technology,76.12,2012,0.0464,0.3448,0.5269,-1.1128,0.4234,500000
m,1989-08-29,B.Tech/B.E.,electronics and communication engineering,76.12,2010,-0.2628,-0.1232,0.0914,-1.2303,-0.1295,455000
m,1991-03-12,B.Tech/B.E.,information technology,68.0,2014,0.7027,0.3789,0.1637,-0.6147,-0.0943,330000
f,1993-09-09,B.Tech/B.E.,electronics & telecommunications,77.0,2014,1.2772,0.8784,-0.1437,0.1459,1.6302,325000
m,1990-09-05,B.Tech/B.E.,information technology,73.36,2012,-0.6491,-0.4353,0.2366,-0.1727,-0.6035,405000
f,1990-08-28,B.Tech/B.E.,electronics and communication engineering,59.94,2012,0.3941,1.2808,1.3977,2.47123,-0.1295,200000
m,1991-04-17,B.Tech/B.E.,information technology,76.0,2013,0.8463,-0.2871,0.9322,0.5262,0.6721,120000
m,1989-07-01,MCA,computer application,67.05,2013,-0.0154,0.0459,0.1637,0.5262,0.2889,100000
m,1988-10-25,B.Tech/B.E.,computer engineering,59.0,2011,0.0464,0.6568,-0.0537,-0.0552,0.6603,440000
m,1990-12-20,B.Tech/B.E.,electronics & telecommunications,58.0,2012,0.9737,-0.2012,0.0552,0.5323,-0.7615,200000
m,1991-08-12,B.Tech/B.E.,information technology,67.63,2013,-0.0154,1.5444,1.3933,-0.7415,1.247,140000
m,1990-06-18,B.Tech/B.E.,information technology,77.6,2012,-1.4992,-0.0842,-1.6865,1.23732999999999,-0.4455,415000
m,1991-05-12,B.Tech/B.E.,computer engineering,75.0,2013,-1.7389,-0.6201,0.3174,-0.2344,-0.2859,400000
m,1990-08-24,B.Tech/B.E.,other,79.8,2013,0.7027,0.2124,-1.527,-0.6147,-1.0524,300000
f,1993-01-11,B.Tech/B.E.,computer engineering,81.9,2014,0.2718,0.5454,-1.2196,-1.5021,-1.244,800000
f,1991-09-04,MCA,computer application,73.6,2014,0.1282,-0.2871,-0.2974,-1.3753,0.6721,200000
m,1991-12-16,B.Tech/B.E.,computer science & engineering,72.0,2013,-1.7389,-0.6201,-0.2974,-0.6147,-0.0943,240000
m,1991-07-01,B.Tech/B.E.,other,65.0,2013,1.4208,1.0449,0.01,-0.3612,0.6721,180000
m,1992-09-26,B.Tech/B.E.,computer science & engineering,74.14,2014,-0.4463,0.2124,0.3174,-1.5021,-0.2859,300000
m,1988-10-26,B.Tech/B.E.,computer engineering,54.0,2010,-1.1901,-0.9033,-0.6343,0.1798,-0.7615,325000
m,1992-02-24,B.Tech/B.E.,information technology,64.3,2013,1.4208,-0.1206,-0.6048,-0.7415,-0.2859,210000
m,1992-04-12,MCA,computer application,70.0,2015,-0.4463,0.0459,-1.0659,1.6672,-1.244,180000
f,1990-08-12,B.Tech/B.E.,computer engineering,72.0,2012,-1.9629,0.1498,-0.7068,0.0623,0.0284,210000
m,1991-07-07,B.Tech/B.E.,computer science & engineering,79.7,2012,-1.308,-0.4536,1.0859,-0.6147,-1.4356,120000
m,1991-03-05,B.Tech/B.E.,electronics & telecommunications,60.0,2012,-0.8772,1.5444,1.2396,-1.1218,1.0554,410000
m,1988-08-25,B.Tech/B.E.,computer engineering,75.0,2010,0.0464,0.5008,0.0914,-0.1727,0.0284,470000
m,1988-03-02,MCA,computer application,52.0,2012,-0.1855,0.3448,0.3817,1.7662,-0.9194,180000
m,1991-08-14,B.Tech/B.E.,electronics and communication engineering,72.85,2013,1.4208,1.2114,0.9322,-2.2627,1.247,180000
f,1991-08-24,B.Tech/B.E.,electronics and communication engineering,86.6,2013,0.1282,0.8784,-2.2954,-0.4879,-1.244,335000
m,1990-10-07,B.Tech/B.E.,electronics and electrical engineering,65.0,2012,-1.1128,1.2808,1.1074,2.5593,0.1864,110000
m,1990-02-05,B.Tech/B.E.,information technology,76.58,2011,1.7465,0.8128,0.5269,-2.1704,0.1864,480000
m,1989-10-02,B.Tech/B.E.,electronics and electrical engineering,60.8,2011,0.2009,-0.5913,-0.344,0.7673,0.5024,290000
m,1985-12-08,MCA,computer application,76.2,2011,0.0464,-0.1232,-0.1988,-1.1128,-0.2875,445000
m,1992-10-13,B.Tech/B.E.,electronics and communication engineering,74.0,2014,1.2772,0.5454,0.1637,-1.8824,-0.8608,200000
m,1992-07-01,B.Tech/B.E.,electronics and communication engineering,65.23,2012,0.4155,-0.2871,0.3174,1.1601,-0.0943,105000
m,1990-06-01,B.Tech/B.E.,information technology,61.0,2011,-0.159,-0.2871,-0.2974,-0.8682,-0.4776,205000
f,1986-09-13,B.Tech/B.E.,computer application,75.2,2011,-1.1901,1.1248,0.3817,-0.7603,0.6603,180000
m,1989-05-02,B.Tech/B.E.,electronics and communication engineering,86.7,2013,-0.159,0.3789,0.9322,-0.995,0.4805,325000
f,1989-01-01,B.Tech/B.E.,biotechnology,70.86,2012,-0.1082,0.1888,0.0914,-0.5253,0.1864,145000
f,1989-06-23,B.Tech/B.E.,computer science & engineering,74.38,2012,0.5591,0.5454,1.0859,-1.8824,-0.0943,300000
m,1990-04-18,B.Tech/B.E.,electronics and electrical engineering,74.0,2011,-0.1082,-0.5913,-0.1988,-0.0552,-0.2875,300000
m,1991-03-24,B.Tech/B.E.,computer science & engineering,63.74,2014,-1.1644,0.8784,1.1804,-2.5047,-0.4776,320000
m,1986-02-06,B.Tech/B.E.,electronics and communication engineering,58.0,2012,-0.1082,-0.1232,0.3817,-0.4078,-1.0774,180000
m,1986-06-18,B.Tech/B.E.,information technology,64.7,2007,-1.4992,-0.7863,-2.0131,0.4148,-0.6035,120000
f,1991-12-14,B.Tech/B.E.,electronics & telecommunications,72.8,2013,-0.0154,-0.6201,-0.6048,-0.6147,-0.6692,240000
f,1988-04-08,B.Tech/B.E.,electronics and communication engineering,80.0,2009,-1.3447,-0.7473,-1.5051,1.1199,-1.3539,300000
f,1992-11-20,B.Tech/B.E.,electronics and communication engineering,71.0,2013,-1.0208,0.0459,-0.9122,-0.4879,0.2889,225000
f,1990-09-30,B.Tech/B.E.,computer engineering,73.86,2012,0.0464,0.3448,-0.344,0.6204,0.3444,360000
m,1991-09-02,B.Tech/B.E.,computer engineering,67.8,2013,0.5591,1.5444,0.3174,-0.3612,0.4805,420000
m,1989-07-22,B.Tech/B.E.,electronics and electrical engineering,77.0,2012,0.8192,0.8518,1.1437,0.8848,0.0284,400000
m,1992-02-12,B.Tech/B.E.,electronics and communication engineering,66.5,2013,1.5644,1.0449,-1.527,-2.136,0.0973,300000
m,1988-12-11,M.Tech./M.E.,electronics engineering,8.07,2014,-2.7357,-2.3073,-0.7794,0.4148,-1.5513,360000
m,1992-05-03,B.Tech/B.E.,computer science & engineering,67.3,2014,0.8463,-0.2871,-0.4511,-1.7556,-0.6692,275000
f,1993-06-04,B.Tech/B.E.,electronics & instrumentation eng,80.0,2014,1.1336,1.0449,0.4711,-1.6289,0.8637,315000
m,1988-12-08,MCA,computer application,88.9,2014,1.2772,0.0459,1.2396,-0.6147,-0.2859,820000
f,1992-01-04,B.Tech/B.E.,information technology,75.9,2014,-0.4463,1.0449,-0.4511,-0.1076,0.0973,300000
f,1988-08-02,B.Tech/B.E.,electronics and communication engineering,69.34,2011,0.9737,-0.9033,0.0914,-1.8179,-1.2354,85000
f,1993-05-04,B.Tech/B.E.,computer science & engineering,71.65,2014,-0.0154,-0.1206,-0.4511,-0.8682,0.0973,125000
m,1991-04-02,B.Tech/B.E.,electronics and communication engineering,71.46,2012,-1.6538,-1.0203,-0.4891,1.23732999999999,-1.2354,430000
m,1984-01-04,B.Tech/B.E.,electronics and communication engineering,61.95,2009,0.8192,0.6568,0.2366,0.0623,0.3444,500000
m,1992-01-16,B.Tech/B.E.,electronics and electrical engineering,89.0,2013,1.5644,1.5444,1.0859,-0.7415,1.0554,325000
m,1989-06-23,MCA,computer application,58.25,2013,-1.7389,-0.2871,-0.7026,0.5262,-1.1291,145000
m,1992-07-27,B.Tech/B.E.,computer science & engineering,73.7,2013,0.1282,-0.6201,-0.2974,-1.7556,-0.6692,410000
f,1992-02-13,B.Tech/B.E.,information technology,75.0,2013,0.99,-0.1206,-0.1437,0.0192,-0.2859,300000
m,1991-08-08,B.Tech/B.E.,electronics and electrical engineering,68.6,2013,-1.4992,-1.3713,-1.5051,-0.0552,-2.0648,165000
m,1992-10-31,B.Tech/B.E.,electronics and communication engineering,63.29,2014,0.2718,0.0459,0.6248,-1.8824,1.0554,330000
m,1991-05-30,B.Tech/B.E.,electronics and communication engineering,65.0,2013,0.4155,0.0459,-0.6048,-0.6147,0.4805,180000
m,1990-10-04,B.Tech/B.E.,computer science & engineering,73.31,2012,1.2056,0.9688,-0.4891,-0.6134,0.0284,360000
m,1989-06-24,B.Tech/B.E.,computer engineering,74.9,2010,0.0464,0.8128,0.0914,0.1798,0.0284,600000
m,1991-05-11,B.Tech/B.E.,computer engineering,68.5,2012,-3.0448,-1.2153,-1.5051,-0.2902,-0.406,285000
f,1989-05-07,MCA,computer application,76.0,2012,-0.1855,-0.5913,0.5269,0.62043,-0.6035,375000
m,1986-07-01,B.Tech/B.E.,electronics engineering,63.24,2009,0.2009,0.5008,0.8171,0.4148,0.3444,195000
f,1992-10-19,B.Tech/B.E.,electronics and communication engineering,82.0,2014,0.8463,1.5444,0.6248,-2.0092,0.4805,340000
m,1992-01-05,B.Tech/B.E.,mechanical engineering,78.0,2014,-1.4517,0.0459,-1.6807,0.9066,0.0973,600000
f,1988-07-16,B.Tech/B.E.,computer engineering,74.0,2011,-0.7335,0.0459,0.01,-0.3612,-2.0105,545000
m,1992-05-03,B.Tech/B.E.,electronics and communication engineering,60.4,2015,0.7027,-1.1196,0.3174,1.1601,-1.8189,245000
f,1986-11-14,MCA,computer application,73.0,2011,0.51,0.8128,0.2366,0.1798,-0.7615,270000
m,1989-08-03,B.Tech/B.E.,computer engineering,80.3,2012,1.2828,1.7878,-0.3803,0.1798,0.3444,410000
f,1992-10-11,B.Tech/B.E.,information technology,77.0,2014,-0.7335,-1.6191,-1.0659,1.9207,0.0973,325000
m,1989-02-04,B.Tech/B.E.,information technology,64.3,2011,1.4374,1.1248,1.8331,-2.1704,0.6603,320000
f,1989-11-08,MCA,computer application,64.0,2013,-2.272,-0.4353,-0.6343,1.7074,-1.2354,240000
m,1989-07-12,B.Tech/B.E.,computer engineering,77.0,2010,-2.5811,-0.7473,0.9623,1.8249,0.8183,410000
m,1988-03-31,B.Tech/B.E.,information technology,70.0,2010,-0.5719,-0.1232,-0.1988,-0.4078,-0.7615,390000
f,1989-08-20,B.Tech/B.E.,electronics and communication engineering,73.0,2010,0.2009,-2.6193,0.9623,1.1199,-0.7615,120000
m,1991-02-09,B.Tech/B.E.,computer science & engineering,67.0,2013,-0.5899,-0.6201,-0.4511,-0.3612,0.6721,200000
m,1990-07-02,MCA,computer application,80.9,2014,-0.5899,0.7119,0.4711,-0.6147,1.4386,325000
m,1993-09-09,B.Tech/B.E.,computer science & engineering,84.0,2015,-0.7335,-1.1196,-1.0659,1.6672,0.0973,350000
m,1993-03-14,B.Tech/B.E.,electronics and electrical engineering,80.0,2014,0.1282,1.3779,2.008,0.1459,1.6302,505000
m,1990-11-12,B.Tech/B.E.,electronics and communication engineering,72.55,2012,0.2009,0.0328,-1.2148,-0.407769999999999,-0.643,585000
m,1992-08-03,B.Tech/B.E.,computer science & engineering,81.0,2014,1.1336,-0.1206,-1.0659,-0.1076,0.2889,320000
m,1989-05-12,B.Tech/B.E.,electronics & telecommunications,70.56,2010,-0.4173,-0.9033,-0.1988,-0.5253,-0.4455,180000
f,1992-12-08,B.Tech/B.E.,electronics and communication engineering,71.0,2013,1.5644,1.3779,1.2396,0.5262,0.2889,180000
m,1991-04-20,B.Tech/B.E.,information technology,71.0,2013,0.8192,-0.9033,-1.5776,-1.1128,-0.1295,350000
m,1987-08-15,B.Tech/B.E.,electronics and communication engineering,67.8,2010,-3.1994,-1.2153,-0.9245,-0.5253,-0.1295,310000
m,1990-08-01,B.Tech/B.E.,information technology,81.2,2011,-0.1082,0.1888,0.5269,-0.5253,0.0284,620000
m,1990-12-08,B.Tech/B.E.,electronics engineering,72.03,2012,0.1623,0.6568,-0.4891,-1.14217,-0.4455,400000
m,1991-03-02,B.Tech/B.E.,computer science & engineering,82.4,2013,-1.0208,0.0459,0.01,0.2727,0.2889,590000
m,1989-08-11,B.Tech/B.E.,information technology,65.0,2011,-1.4992,0.0328,-0.6343,-0.7603,-1.5513,175000
m,1991-03-11,B.Tech/B.E.,computer engineering,80.5,2012,-0.880999999999999,-0.2012,-1.0334,1.3549,-0.2875,430000
f,1994-02-11,B.Tech/B.E.,electronics and communication engineering,82.6,2015,-0.4463,-0.2871,-0.1437,2.1743,1.4386,300000
f,1990-09-20,B.Tech/B.E.,electronics and communication engineering,74.0,2012,-1.3447,-1.3713,-1.4688,0.6498,-0.6035,250000
m,1991-07-19,B.Tech/B.E.,electronics and communication engineering,79.23,2012,-0.4173,-0.2793,0.672,-0.76027,-0.643,200000
m,1988-07-20,B.Tech/B.E.,computer engineering,63.0,2010,-1.6538,0.3448,-0.7794,1.9424,1.2923,500000
f,1991-03-04,B.Tech/B.E.,computer science & engineering,71.25,2013,-0.7335,0.7119,0.7785,-0.4879,0.6721,145000
f,1993-10-05,B.Tech/B.E.,computer science & engineering,80.7,2014,-0.3027,0.2124,-1.9881,0.7798,-0.6692,240000
m,1989-07-31,B.Tech/B.E.,industrial & production engineering,66.0,2011,-1.6538,-1.5273,-0.9245,0.4148,-1.3934,660000
f,1990-08-07,B.Tech/B.E.,computer engineering,69.0,2012,0.1623,0.3448,-0.344,-0.17277,0.6603,3500000
m,1990-04-12,M.Tech./M.E.,other,87.5,2014,-0.1082,0.3448,0.0914,1.3549,0.0284,130000
m,1991-12-13,B.Tech/B.E.,electronics and communication engineering,78.0,2013,-0.159,0.7119,-0.2974,-0.8682,0.0973,120000
m,1990-06-09,MCA,computer application,69.58,2013,0.1282,1.2114,0.01,-0.2344,0.2889,120000
m,1991-06-20,B.Tech/B.E.,mechanical engineering,70.0,2012,0.51,-0.1232,-0.9245,0.4148,0.4234,400000
m,1992-09-20,B.Tech/B.E.,information technology,72.0,2014,-1.308,0.0459,-1.3733,-0.1076,0.0973,325000
m,1992-06-10,B.Tech/B.E.,electronics and communication engineering,64.8,2014,1.1336,1.0449,0.7785,-0.6147,-0.8608,325000
f,1989-12-04,MCA,computer application,75.0,2013,-1.6538,-1.8393,-1.5051,0.2973,-2.1833,180000
m,1990-02-03,B.Tech/B.E.,computer engineering,70.0,2011,1.1283,-0.1232,0.2366,-1.3478,0.8183,720000
m,1991-10-11,B.Tech/B.E.,computer science & engineering,76.0,2014,-1.308,-0.6201,0.1637,0.3995,-1.0524,450000
m,1990-06-30,B.Tech/B.E.,computer science & engineering,64.11,2014,-0.3027,-0.2871,0.1637,0.1459,-0.6692,150000
f,1990-08-02,B.Tech/B.E.,electronics & telecommunications,73.95,2014,0.5591,0.9117,0.01,-0.3612,0.7941,155000
m,1989-11-16,B.Tech/B.E.,chemical engineering,62.4,2011,-1.0355,0.9688,-0.6343,-0.4078,0.0284,400000
m,1991-03-05,B.Tech/B.E.,computer engineering,79.6,2012,-0.6491,0.1888,-0.6343,1.67803,-0.2875,460000
m,1987-06-03,MCA,computer application,85.0,2010,0.8192,-1.2153,1.5428,1.5899,0.6603,530000
m,1993-08-26,B.Tech/B.E.,electrical engineering,72.63,2014,-0.4463,-0.6201,-0.9122,-0.2344,-1.8189,325000
m,1991-03-15,B.Tech/B.E.,information technology,78.16,2013,-1.1644,-1.2861,-0.6048,0.0192,-1.244,105000
m,1993-04-23,B.Tech/B.E.,mechanical engineering,69.46,2014,0.1282,-0.1206,-0.6048,1.0333,-0.8608,240000
m,1990-10-11,B.Tech/B.E.,electronics and communication engineering,79.51,2012,1.1283,1.7488,2.1234,-0.9953,1.0158,425000
m,1989-08-26,B.Tech/B.E.,mechanical engineering,71.9,2010,-0.1082,0.3448,1.3977,0.5323,0.3444,535000
m,1991-12-13,B.Tech/B.E.,electronics and electrical engineering,76.22,2014,-2.457,-1.2861,-0.1437,0.5262,-0.4776,350000
m,1989-01-01,B.Tech/B.E.,electronics and communication engineering,63.0,2011,-1.6538,0.0328,0.9623,-0.1727,0.1864,180000
m,1992-12-12,B.Tech/B.E.,electronics and electrical engineering,68.1,2014,0.5591,0.3789,-0.4511,0.7798,1.0554,100000
f,1990-11-22,B.Tech/B.E.,electronics and communication engineering,86.7,2012,0.2782,0.3448,-0.344,-0.61337,0.1864,360000
m,1991-09-07,B.Tech/B.E.,electronics and communication engineering,56.0,2014,0.2718,1.5444,0.9322,-0.4879,0.0973,250000
m,1988-11-13,B.Tech/B.E.,information technology,76.3,2012,-0.2628,-0.5523,-0.2714,0.29733,-0.2875,220000
f,1991-07-15,B.Tech/B.E.,computer science & engineering,65.0,2013,-1.4517,-2.6181,-2.2954,-0.4879,-3.9266,85000
m,1988-04-25,B.Tech/B.E.,electronics and communication engineering,66.0,2011,-0.9969,-0.2793,0.8171,1.50173,0.3444,325000
f,1992-07-09,B.Tech/B.E.,electronics and communication engineering,71.65,2013,1.1336,0.2124,1.0859,-0.7415,-0.0943,175000
m,1990-06-09,B.Tech/B.E.,information technology,70.56,2011,-0.4173,-1.0593,-0.0537,-1.2303,-0.1295,200000
f,1991-05-03,B.Tech/B.E.,computer science & engineering,64.08,2014,0.99,1.7109,1.547,-2.136,0.2889,305000
m,1991-09-30,B.Tech/B.E.,electronics and communication engineering,89.0,2014,-0.4463,1.7109,-0.4511,-0.4879,1.6302,400000
m,1991-05-20,B.Tech/B.E.,computer science & engineering,63.99,2013,-2.1698,-2.1186,-1.2196,0.0192,-2.9686,225000
